,sitename,speciescode,vals,year,GLOB,MANO,RION,ECSP,ALAR,svl
1640,SiteB,RACA,0,2014,1,2,3,3,1,1.56563872551
1641,SiteB,RACA,1,2014,0,1,1,4,2,1.23242468983
1642,SiteB,RACA,2,2014,2,1,4,2,1,8.46589734947
1643,SiteB,RACA,3,2014,3,2,2,3,2,1.10260743874
1644,SiteB,RACA,4,2014,2,3,2,1,3,3.71987690856
1645,SiteB,RACA,5,2014,5,3,5,1,1,0.639448208359
1646,SiteB,RACA,6,2014,0,2,1,1,2,1.11823180535
1647,SiteB,RACA,7,2014,2,3,1,1,6,7.90930100862
1648,SiteB,RACA,8,2014,2,4,0,1,1,27.8792307878
1649,SiteB,RACA,9,2014,2,2,0,0,1,2.05407178453
1650,SiteB,RACA,10,2014,3,2,0,2,2,2.61821952127
1651,SiteB,RACA,11,2014,2,1,4,2,2,3.0901632519
1652,SiteB,RACA,12,2014,3,1,1,4,4,10.4231938722
1653,SiteB,RACA,13,2014,2,2,3,1,2,4.99835789723
1654,SiteB,RACA,14,2014,2,2,1,2,2,2.98634383282
1655,SiteB,RACA,15,2014,3,3,2,2,2,2.23736116108
1656,SiteB,RACA,16,2014,0,6,1,3,1,0.861496699885
1657,SiteB,RACA,17,2014,2,1,3,2,3,2.35257287371
1658,SiteB,RACA,18,2014,1,2,1,1,2,4.19956654439
1659,SiteB,RACA,19,2014,5,1,0,2,2,1.1130873535
1660,SiteB,TATO,0,2014,2,3,1,1,3,30.0058788845
1661,SiteB,TATO,1,2014,4,2,2,2,2,7.13600313083
1662,SiteB,TATO,2,2014,1,1,1,1,4,1.09566927601
1663,SiteB,TATO,3,2014,3,2,3,1,3,0.612332008072
1664,SiteB,TATO,4,2014,4,4,1,1,2,3.91765508086
1665,SiteB,TATO,5,2014,3,1,1,2,1,16.5394713692
1666,SiteB,TATO,6,2014,5,6,5,2,1,0.995410101651
1667,SiteB,TATO,7,2014,1,1,4,2,2,1.8792178404
1668,SiteB,TATO,8,2014,4,1,1,1,1,2.71596845611
1669,SiteB,TATO,9,2014,0,2,2,3,0,1.9621923024
1670,SiteB,TATO,10,2014,2,1,8,1,4,2.26145979443
1671,SiteB,TATO,11,2014,0,2,3,0,4,1.98953187919
1672,SiteB,TATO,12,2014,1,1,2,0,0,1.06910528088
1673,SiteB,TATO,13,2014,5,0,1,2,1,4.36831072231
1674,SiteB,TATO,14,2014,4,2,2,3,1,2.88653760823
1675,SiteB,TATO,15,2014,3,1,2,1,6,12.3492455029
1676,SiteB,TATO,16,2014,1,3,2,1,2,1.46834181102
1677,SiteB,TATO,17,2014,1,3,5,3,4,7.09402170724
1678,SiteB,TATO,18,2014,0,1,1,4,2,2.601826651
1679,SiteB,TATO,19,2014,1,3,3,3,3,0.882372994953
1680,SiteB,TAGR,0,2014,0,4,3,0,1,10.5592441208
1681,SiteB,TAGR,1,2014,2,4,1,0,1,1.06747056426
1682,SiteB,TAGR,2,2014,2,2,3,0,2,1.89082977858
1683,SiteB,TAGR,3,2014,4,1,1,1,1,1.95135063535
1684,SiteB,TAGR,4,2014,2,1,2,4,3,3.81324982393
1685,SiteB,TAGR,5,2014,0,0,3,1,5,0.539259004141
1686,SiteB,TAGR,6,2014,0,2,3,2,4,10.3999213704
1687,SiteB,TAGR,7,2014,3,2,1,3,0,3.0996100878
1688,SiteB,TAGR,8,2014,0,3,2,0,0,22.0322856392
1689,SiteB,TAGR,9,2014,1,3,2,0,2,0.755726079886
1690,SiteB,TAGR,10,2014,2,2,4,2,0,1.51798382223
1691,SiteB,TAGR,11,2014,0,3,0,2,3,17.3928621828
1692,SiteB,TAGR,12,2014,3,2,1,2,1,0.811988450357
1693,SiteB,TAGR,13,2014,2,3,2,2,3,3.64418304194
1694,SiteB,TAGR,14,2014,1,2,4,0,2,4.90614802926
1695,SiteB,TAGR,15,2014,1,1,3,2,3,2.44347979673
1696,SiteB,TAGR,16,2014,2,0,2,0,2,9.32934595707
1697,SiteB,TAGR,17,2014,1,4,1,1,3,1.63328157116
1698,SiteB,TAGR,18,2014,0,2,1,2,1,0.779872359383
1699,SiteB,TAGR,19,2014,5,2,3,1,1,5.43483143295
1700,SiteC,BUBO,0,2014,3,0,5,3,4,0.686568445805
1701,SiteC,BUBO,1,2014,1,0,2,2,1,8.18930550465
1702,SiteC,BUBO,2,2014,2,2,2,1,0,5.71448131246
1703,SiteC,BUBO,3,2014,0,3,3,1,3,8.15662256351
1704,SiteC,BUBO,4,2014,5,4,0,2,1,2.6910957166
1705,SiteC,BUBO,5,2014,3,1,1,4,1,5.12463757479
1706,SiteC,BUBO,6,2014,5,3,3,1,1,1.69087158905
1707,SiteC,BUBO,7,2014,0,2,2,2,1,8.9412368383
1708,SiteC,BUBO,8,2014,5,3,1,2,2,3.37791507243
1709,SiteC,BUBO,9,2014,2,0,1,5,2,10.5460557044
1710,SiteC,BUBO,10,2014,2,0,1,3,5,0.459003722236
1711,SiteC,BUBO,11,2014,3,0,2,0,1,0.883821758173
1712,SiteC,BUBO,12,2014,1,0,1,2,2,9.19194809753
1713,SiteC,BUBO,13,2014,1,1,3,1,0,2.02474687822
1714,SiteC,BUBO,14,2014,0,3,2,2,1,2.40922343051
1715,SiteC,BUBO,15,2014,2,2,1,1,2,1.70731109783
1716,SiteC,BUBO,16,2014,4,0,2,1,1,2.85551159276
1717,SiteC,BUBO,17,2014,3,1,3,1,3,0.939396027975
1718,SiteC,BUBO,18,2014,1,2,1,1,3,4.15037636285
1719,SiteC,BUBO,19,2014,1,4,3,0,1,0.567256207254
1720,SiteC,PSRE,0,2014,1,2,1,1,2,6.47404374825
1721,SiteC,PSRE,1,2014,2,3,1,1,3,6.18864522999
1722,SiteC,PSRE,2,2014,1,1,1,0,0,1.35573894829
1723,SiteC,PSRE,3,2014,2,1,0,2,0,10.8590065503
1724,SiteC,PSRE,4,2014,4,4,4,3,0,7.82303411802
1725,SiteC,PSRE,5,2014,5,2,1,2,3,1.65531921771
1726,SiteC,PSRE,6,2014,1,4,5,1,1,3.57961436877
1727,SiteC,PSRE,7,2014,2,2,3,3,2,2.03340001921
1728,SiteC,PSRE,8,2014,4,4,2,3,3,0.806688333426
1729,SiteC,PSRE,9,2014,2,3,0,1,1,3.68237003052
1730,SiteC,PSRE,10,2014,0,3,3,2,1,6.54376058684
1731,SiteC,PSRE,11,2014,3,2,4,3,2,2.99586753113
1732,SiteC,PSRE,12,2014,4,1,2,3,0,1.84804513578
1733,SiteC,PSRE,13,2014,2,1,0,0,0,3.20949061785
1734,SiteC,PSRE,14,2014,1,2,3,2,1,2.75212578605
1735,SiteC,PSRE,15,2014,3,5,2,1,1,2.78520191415
1736,SiteC,PSRE,16,2014,0,1,2,3,1,0.924055639634
1737,SiteC,PSRE,17,2014,3,2,5,3,3,10.0719961232
1738,SiteC,PSRE,18,2014,3,5,2,0,1,1.71009795006
1739,SiteC,PSRE,19,2014,3,1,2,4,0,3.48371881296
1740,SiteC,RACA,0,2014,4,2,0,5,1,7.1434499416
1741,SiteC,RACA,1,2014,1,5,3,1,0,0.493809693163
1742,SiteC,RACA,2,2014,2,0,2,1,1,0.648148351464
1743,SiteC,RACA,3,2014,0,1,0,2,2,0.737225679687
1744,SiteC,RACA,4,2014,1,4,0,2,2,6.12456245904
1745,SiteC,RACA,5,2014,6,3,3,1,2,4.07663822213
1746,SiteC,RACA,6,2014,2,3,2,2,1,8.1392569767
1747,SiteC,RACA,7,2014,3,1,5,2,0,0.938477795863
1748,SiteC,RACA,8,2014,0,2,1,3,2,2.55332081245
1749,SiteC,RACA,9,2014,1,3,3,0,0,18.8963141138
1750,SiteC,RACA,10,2014,1,2,0,2,3,1.87721666357
1751,SiteC,RACA,11,2014,2,4,2,3,1,3.63748283637
1752,SiteC,RACA,12,2014,3,2,3,4,1,2.39289849241
1753,SiteC,RACA,13,2014,1,2,3,0,0,0.723197171869
1754,SiteC,RACA,14,2014,3,4,3,4,2,5.72994702632
1755,SiteC,RACA,15,2014,4,3,0,2,2,6.79525294079
1756,SiteC,RACA,16,2014,3,1,2,2,2,9.6129170459
1757,SiteC,RACA,17,2014,1,0,6,3,0,3.55723671426
1758,SiteC,RACA,18,2014,2,2,3,1,0,1.87769839712
1759,SiteC,RACA,19,2014,1,1,2,0,3,1.67556900574
1760,SiteC,TATO,0,2014,5,2,1,2,2,2.61093953237
1761,SiteC,TATO,1,2014,0,2,1,3,1,0.685327067236
1762,SiteC,TATO,2,2014,3,2,2,2,0,0.819058711682
1763,SiteC,TATO,3,2014,2,2,1,2,3,3.63358247345
1764,SiteC,TATO,4,2014,2,3,1,3,4,3.57906452387
1765,SiteC,TATO,5,2014,0,4,1,4,2,4.03137090957
1766,SiteC,TATO,6,2014,2,2,1,1,2,0.675809418447
1767,SiteC,TATO,7,2014,4,0,2,1,2,1.70530258167
1768,SiteC,TATO,8,2014,4,3,1,3,4,2.0578523614
1769,SiteC,TATO,9,2014,0,2,2,1,1,1.09660404924
1770,SiteC,TATO,10,2014,0,3,1,4,3,2.38509659929
1771,SiteC,TATO,11,2014,2,2,1,2,0,6.35373271284
1772,SiteC,TATO,12,2014,2,1,1,3,0,2.87483528556
1773,SiteC,TATO,13,2014,2,2,1,1,3,1.7997557772
1774,SiteC,TATO,14,2014,5,3,1,2,1,3.13710255889
1775,SiteC,TATO,15,2014,3,0,1,4,1,0.684076965329
1776,SiteC,TATO,16,2014,2,1,1,0,4,6.49567434632
1777,SiteC,TATO,17,2014,1,3,2,3,1,1.43259907999
1778,SiteC,TATO,18,2014,2,7,4,1,5,3.88486863252
1779,SiteC,TATO,19,2014,3,2,4,0,3,16.7383793794
1780,SiteC,TAGR,0,2014,2,2,3,0,3,0.803924281706
1781,SiteC,TAGR,1,2014,2,1,1,2,2,10.2505409278
1782,SiteC,TAGR,2,2014,2,3,1,2,2,1.70605782581
1783,SiteC,TAGR,3,2014,0,0,1,3,1,3.41191296037
1784,SiteC,TAGR,4,2014,2,3,2,1,2,0.69571307014
1785,SiteC,TAGR,5,2014,5,0,1,3,2,2.64057874375
1786,SiteC,TAGR,6,2014,2,3,4,2,7,0.503415442947
1787,SiteC,TAGR,7,2014,2,0,2,1,1,0.951409811802
1788,SiteC,TAGR,8,2014,1,0,1,1,1,1.27183188133
1789,SiteC,TAGR,9,2014,4,3,2,0,3,5.89344802605
1790,SiteC,TAGR,10,2014,2,2,3,2,1,7.76394183695
1791,SiteC,TAGR,11,2014,2,1,2,2,5,2.36469181744
1792,SiteC,TAGR,12,2014,2,2,1,1,2,8.84245901338
1793,SiteC,TAGR,13,2014,1,1,1,1,0,11.4338149595
1794,SiteC,TAGR,14,2014,2,1,2,1,1,1.65352376363
1795,SiteC,TAGR,15,2014,2,1,1,0,1,1.32288053113
1796,SiteC,TAGR,16,2014,1,3,4,2,5,7.29208577877
1797,SiteC,TAGR,17,2014,2,1,3,2,1,3.21157091236
1798,SiteC,TAGR,18,2014,1,1,3,1,1,3.20649347747
1799,SiteC,TAGR,19,2014,5,2,5,3,6,15.2453188355
